count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,duration,hot,last_flag,logged_in,num_compromised,srv_count,srv_diff_host_rate
1,0.0,44,255,0.03,0.0,0.0,0,0,18,0,0,1,0.0
1,0.0,360,169,0.02,0.01,0.01,5,0,21,1,0,1,0.0
118,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,4,0.0
1,0.0,93,255,0.01,0.0,0.0,4,0,18,1,0,1,0.0
20,0.0,2433,68,0.0,0.01,0.02,0,0,21,1,0,20,0.0
161,0.09,0,255,0.08,0.0,0.0,0,0,21,0,0,13,0.0
1,0.0,93,216,0.01,0.0,0.0,4,0,10,1,0,1,0.0
1,0.0,3010,101,0.07,0.01,0.5,0,0,21,1,0,1,0.0
133,0.02,44,255,0.01,0.01,0.0,0,0,18,0,0,206,0.01
1,0.0,595,255,0.94,0.0,0.0,284,2,12,1,0,1,0.0
27,0.0,617,255,0.0,0.0,0.0,0,0,21,1,0,27,0.0
5,0.0,15300,5,0.0,0.2,0.02,0,0,21,1,0,5,0.0
228,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,19,0.0
10,0.0,0,255,0.01,0.0,0.0,2075,0,16,1,0,10,0.0
1,0.0,15,148,0.03,0.01,0.02,1,0,13,0,0,5,0.6
2,0.0,293,255,0.14,0.0,0.0,1,0,12,1,0,2,0.0
1,0.0,0,1,0.0,1.0,1.0,0,0,18,0,0,1,0.0
2,0.0,0,113,0.04,0.23,0.03,0,0,20,0,0,2,0.0
1,0.0,597,255,0.03,0.0,0.0,282,2,14,1,0,1,0.0
23,0.0,0,255,0.01,0.0,0.0,792,0,14,1,0,23,0.0
2,0.0,15358,35,0.0,0.03,0.06,0,0,21,1,0,2,0.0
29,0.0,1,255,0.01,0.0,0.0,789,0,12,1,0,29,0.0
4,0.0,2531,220,0.0,0.0,0.0,0,0,21,1,0,4,0.0
1,0.0,107,255,0.01,0.0,0.0,0,0,21,0,0,2,1.0
436,1.0,0,255,1.0,0.0,0.0,0,0,18,0,0,1,0.0
13,0.0,0,255,0.02,0.0,0.0,2077,0,15,1,0,13,0.0
3,0.0,147,255,0.0,0.0,0.0,0,0,2,0,0,3,0.0
1,0.0,0,28,0.07,0.25,0.0,280,0,2,0,0,1,0.0
158,0.1,0,255,0.1,0.0,0.0,0,0,21,0,0,3,0.0
1,0.0,93,96,0.03,0.01,0.02,4,0,7,1,0,1,0.0
3,1.0,109,6,0.67,0.17,0.04,9,0,5,0,0,16,0.75
114,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,5,0.0
2,0.0,0,237,0.03,0.27,0.03,0,0,21,0,0,2,0.0
3,0.0,8314,255,0.01,0.0,0.0,0,2,12,1,1,35,0.06
232,0.06,0,255,0.06,0.0,0.0,0,0,19,0,0,7,0.0
110,0.05,0,255,0.05,0.0,0.0,0,0,18,0,0,20,0.0
1,0.0,597,255,0.03,0.0,0.0,281,2,13,1,0,1,0.0
200,0.0,50,255,0.0,0.93,0.0,0,0,17,0,0,200,0.0
204,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,4,0.0
33,0.0,4613,255,0.0,0.0,0.0,0,0,21,1,0,33,0.0
5,0.0,8314,255,0.0,0.0,0.0,0,2,17,1,1,5,0.0
109,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,6,0.0
18,0.0,1783,18,0.0,0.06,0.05,0,0,21,1,0,38,0.08
3,0.0,44,255,0.0,0.0,0.0,0,0,21,0,0,3,0.0
2,1.0,0,255,0.01,0.0,0.0,0,0,18,0,0,1,0.0
511,1.0,0,255,0.93,0.0,0.0,0,0,20,0,0,1,0.0
77,0.0,137,255,0.0,0.0,0.0,0,0,20,0,0,151,0.01
9,0.0,179,255,0.0,0.0,0.0,0,0,21,1,0,10,0.2
3,0.0,9267,159,0.0,0.01,0.01,0,0,21,1,0,3,0.0
188,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,5,0.0
4,0.0,4073,162,0.0,0.01,0.01,0,0,21,1,0,4,0.0
4,0.0,8314,255,0.01,0.0,0.0,0,0,10,1,0,4,0.0
77,0.05,0,255,0.09,0.01,0.0,0,0,19,0,0,19,0.0
14,0.0,347,255,0.0,0.0,0.0,0,0,21,1,0,14,0.0
29,0.0,337,65,0.0,0.02,0.06,0,0,21,1,0,29,0.0
32,0.0,408,255,0.0,0.0,0.0,0,0,21,1,0,32,0.0
17,0.0,0,255,0.0,0.0,0.0,907,0,13,1,0,17,0.0
4,1.0,0,24,0.21,0.04,0.02,0,0,15,0,0,21,0.95
1,0.0,284,36,0.14,0.03,0.01,0,0,21,1,0,1,0.0
1,0.0,217,255,0.02,0.0,0.0,0,0,4,1,0,1,0.0
15,0.0,9716,20,0.0,0.05,0.04,0,0,21,1,0,15,0.0
1,0.0,1851,20,0.0,0.05,0.04,0,0,21,1,0,13,0.23
243,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,243,0.0
1,0.0,338,144,0.03,0.01,0.01,0,0,21,1,0,1,0.0
1,0.0,1654,255,0.08,0.0,0.0,0,0,18,1,0,3,1.0
1,0.0,6480,11,0.18,0.09,0.0,5431,0,20,0,0,1,0.0
244,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,6,0.0
100,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,12,0.0
284,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,9,0.0
1,0.0,44,255,0.03,0.0,0.0,7529,0,18,0,0,1,0.0
172,0.0,0,255,0.01,1.0,0.0,0,0,21,0,0,172,0.0
4,0.75,48,112,0.03,0.01,0.0,3,0,7,0,0,11,0.91
1,0.0,15,190,0.02,0.01,0.02,0,0,11,0,0,8,0.75
215,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,20,0.0
102,0.0,86,255,0.01,0.01,0.0,0,0,21,0,0,102,0.0
5,0.0,1946,49,0.0,0.02,0.03,0,0,21,1,0,5,0.0
10,0.0,768,10,0.0,0.1,0.02,0,0,21,1,0,10,0.0
90,0.0,0,255,0.0,1.0,0.0,0,0,20,0,0,90,0.0
120,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,14,0.0
1,0.0,595,141,0.04,0.01,0.0,281,2,11,1,0,1,0.0
24,0.0,288,88,0.0,0.01,0.03,0,0,21,1,0,24,0.0
1,0.0,93,255,0.01,0.0,0.0,4,0,18,1,0,1,0.0
1,0.0,44,255,0.02,0.0,0.0,0,0,18,0,0,1,0.0
6,0.0,337,50,0.0,0.02,0.04,0,0,21,1,0,6,0.0
1,0.0,0,10,0.2,0.9,0.18,0,0,6,0,0,1,0.0
162,0.0,44,255,0.0,0.63,0.0,0,0,14,0,0,162,0.0
1,0.0,174,255,0.02,0.0,0.0,0,0,11,0,0,1,0.0
15,0.0,318,255,0.0,0.0,0.0,0,0,21,1,0,36,0.11
67,0.0,46,255,0.0,0.25,0.0,0,0,14,0,0,67,0.0
438,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,438,0.0
100,0.07,0,255,0.06,0.0,0.0,0,0,18,0,0,7,0.0
200,0.08,0,255,0.08,0.0,0.0,0,0,18,0,0,6,0.0
1,0.0,44,255,0.18,0.0,0.0,7394,0,18,0,0,1,0.0
7,0.0,6055,7,0.0,0.14,0.02,0,0,21,1,0,7,0.0
1,0.0,38,10,0.2,0.1,0.0,0,0,21,0,0,1,0.0
6,0.0,2161,6,0.0,0.17,0.05,0,0,21,1,0,6,0.0
464,1.0,0,255,1.0,0.0,0.0,0,0,19,0,0,1,0.0
3,1.0,109,224,0.02,0.0,0.02,3,0,10,0,0,4,1.0
130,0.05,0,255,0.06,0.0,0.0,0,0,21,0,0,12,0.0
194,0.07,0,255,0.07,0.0,0.0,0,0,18,0,0,2,0.0
1,0.0,770,255,0.0,0.0,0.0,0,0,21,1,0,3,1.0
1,0.0,328,83,0.05,0.01,0.03,0,0,21,1,0,1,0.0
3,0.0,16937,38,0.0,0.03,0.04,0,0,21,1,0,3,0.0
122,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,5,0.0
2,0.0,42,255,0.0,0.01,0.0,0,0,13,0,0,2,0.0
482,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
257,0.06,0,255,0.05,0.0,0.0,0,0,19,0,0,8,0.0
9,0.0,1545,28,0.0,0.04,0.02,0,0,21,1,0,9,0.0
4,0.0,6537,18,0.0,0.06,0.06,0,0,21,1,0,12,0.33
249,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,6,0.0
1,0.0,903,167,0.02,0.01,0.0,23,5,17,1,0,1,0.0
2,0.0,0,154,0.03,0.08,0.11,0,0,20,0,0,2,0.0
3,0.0,293,255,0.14,0.0,0.0,1,0,11,1,0,3,0.0
511,0.0,55,255,0.0,0.95,0.0,0,0,17,0,0,511,0.0
232,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,10,0.0
138,0.06,0,255,0.05,0.0,0.0,0,0,20,0,0,15,0.0
4,1.0,0,108,0.05,0.01,0.02,0,0,14,0,0,4,0.75
232,0.0,87,255,0.0,0.01,0.0,0,0,18,0,0,232,0.0
111,0.06,0,255,0.05,0.0,0.0,0,0,20,0,0,2,0.0
1,0.0,593,95,0.06,0.01,0.0,282,2,12,1,0,1,0.0
1,0.0,949,1,0.0,1.0,0.02,0,0,21,1,0,2,1.0
12,0.0,2376,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
1,0.0,1876,9,0.22,0.11,0.0,126,11,19,1,0,1,0.0
150,0.06,0,255,0.06,0.0,0.0,0,0,18,0,0,20,0.0
1,0.0,93,255,0.02,0.0,0.0,3,0,16,1,0,1,0.0
105,0.08,0,255,0.06,0.0,0.0,0,0,20,0,0,2,0.0
248,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,8,0.0
26,0.0,21415,63,0.0,0.02,0.04,0,0,21,1,0,26,0.0
120,0.08,0,255,0.06,0.0,0.0,0,0,20,0,0,18,0.0
425,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,425,0.0
2,1.0,597,255,0.02,0.0,0.0,281,2,13,1,0,1,0.0
115,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,17,0.0
1,0.0,4336,46,0.0,0.02,0.03,0,0,21,1,0,4,0.5
100,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,4,0.0
210,0.07,0,255,0.08,0.0,0.0,0,0,20,0,0,2,0.0
21,0.0,1404,255,0.0,0.0,0.0,0,0,21,1,0,45,0.09
243,0.06,0,255,0.06,0.0,0.0,0,0,19,0,0,3,0.0
13,0.0,6869,255,0.0,0.0,0.0,0,0,21,1,0,13,0.0
105,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,6,0.0
511,0.0,54,255,0.0,0.98,0.0,0,0,17,0,0,511,0.0
1,0.0,0,207,0.01,0.0,0.02,0,0,18,0,0,1,0.0
19,0.0,0,255,0.03,0.69,0.0,0,0,20,0,0,19,0.0
5,0.0,2109,133,0.0,0.01,0.0,0,0,21,1,0,5,0.0
1,0.0,80,3,0.0,0.33,0.07,0,0,21,1,0,2,1.0
1,0.0,0,1,0.0,1.0,0.52,0,0,17,0,0,3,0.67
6,0.0,1358,255,0.0,0.0,0.0,0,0,21,1,0,8,0.25
1,0.0,0,130,0.02,0.01,0.02,0,0,17,0,0,5,0.6
1,0.0,0,255,0.08,0.06,0.0,0,0,20,0,0,1,0.0
73,0.56,0,77,0.53,0.95,0.0,3,0,8,0,0,2,0.0
1,0.0,327,255,0.03,0.0,0.0,0,0,21,1,0,1,0.0
1,0.0,27744,19,0.0,0.05,0.01,0,0,21,1,0,1,0.0
19,0.0,3127,255,0.0,0.0,0.0,0,0,21,1,0,42,0.07
2,0.0,293,255,0.13,0.0,0.0,1,0,11,1,0,2,0.0
6,0.0,809,6,0.0,0.17,0.03,0,0,21,1,0,17,0.12
1,0.0,0,255,0.92,0.0,0.0,0,0,12,0,0,1,0.0
1,0.0,15119,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
7,0.0,12933,88,0.0,0.01,0.03,0,0,21,1,0,7,0.0
1,0.0,44,255,0.5,0.0,0.0,0,0,19,0,0,1,0.0
480,0.0,55,255,0.0,0.96,0.0,0,0,17,0,0,480,0.0
1,0.0,260,1,0.0,1.0,0.05,0,0,21,1,0,11,0.18
12,0.0,396,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
20,0.0,4713,255,0.0,0.0,0.0,0,0,21,1,0,21,0.1
2,1.0,0,255,0.01,0.0,0.0,0,0,18,0,0,1,0.0
1,0.0,649,3,0.67,0.33,0.0,19,1,5,1,0,1,0.0
2,1.0,0,255,0.03,0.0,0.0,0,0,13,0,0,19,1.0
2,0.0,0,141,0.04,0.18,0.05,0,0,4,0,0,2,0.0
23,0.0,2420,23,0.0,0.04,0.04,0,0,21,1,0,23,0.0
194,1.0,0,229,0.8,0.0,0.0,0,0,17,0,0,1,0.0
2,1.0,36,173,0.03,0.01,0.03,0,0,14,1,0,5,1.0
1,0.0,593,255,0.8,0.0,0.0,281,2,12,1,0,1,0.0
1,0.0,0,8,0.38,0.12,0.0,0,0,18,0,0,2,1.0
5,0.0,718,150,0.0,0.01,0.02,0,0,21,1,0,29,0.14
9,0.0,490,38,0.0,0.03,0.02,0,0,21,1,0,11,0.18
3,0.0,2393,255,0.0,0.0,0.0,0,0,21,1,0,6,0.33
1,0.0,0,255,0.01,0.0,0.0,0,0,0,0,0,1,0.0
14,0.0,1440,255,0.0,0.0,0.0,0,0,21,1,0,17,0.12
109,0.06,0,255,0.04,0.0,0.0,0,0,18,0,0,11,0.0
17,0.0,7384,94,0.0,0.01,0.02,0,0,21,1,0,18,0.11
2,0.0,3754,79,0.0,0.01,0.02,0,0,21,1,0,3,0.67
7,0.0,181,255,0.0,0.0,0.0,0,0,21,1,0,9,0.22
216,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,2,0.0
1,0.0,93,48,0.04,0.02,0.04,4,0,6,1,0,1,0.0
1,0.0,12,255,0.03,0.0,0.0,0,0,14,0,0,1,0.0
2,0.0,5743,2,0.0,0.5,0.07,0,0,21,1,0,3,0.67
2,0.0,4380,255,0.0,0.0,0.0,9,1,11,1,0,2,0.0
13,0.0,359,147,0.0,0.01,0.03,0,0,21,1,0,13,0.0
208,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,4,0.0
150,0.05,0,255,0.06,0.0,0.0,0,0,20,0,0,17,0.0
2,0.0,23777,37,0.0,0.03,0.02,0,0,21,1,0,14,0.29
10,0.0,3228,40,0.0,0.03,0.05,0,0,21,1,0,10,0.0
2,1.0,93,255,0.02,0.0,0.0,4,0,15,1,0,1,0.0
3,0.0,1875,224,0.0,0.0,0.01,0,0,21,1,0,3,0.0
7,0.0,2507,255,0.01,0.0,0.0,0,0,18,1,0,10,0.2
10,0.0,2259,51,0.0,0.02,0.02,0,0,21,1,0,10,0.0
1,0.0,108,28,0.07,0.79,0.01,0,0,21,0,0,1,0.0
7,0.0,13682,255,0.0,0.01,0.0,0,0,21,1,0,7,0.0
1,0.0,437,13,0.0,0.08,0.04,0,0,21,1,0,2,1.0
282,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,10,0.0
2,0.0,317,51,0.0,0.02,0.01,0,0,21,1,0,2,0.0
87,0.0,154,255,0.0,0.0,0.0,0,0,18,0,0,167,0.01
3,0.0,1227,237,0.0,0.0,0.0,0,0,20,1,0,57,0.04
332,0.0,0,255,0.0,1.0,0.0,0,0,19,0,0,332,0.0
258,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,14,0.0
3,0.0,293,255,0.14,0.0,0.0,1,0,11,1,0,3,0.0
1,0.0,593,255,0.72,0.0,0.0,282,2,9,1,0,1,0.0
3,0.0,1035,29,0.0,0.03,0.04,0,0,18,1,0,3,0.0
4,0.0,8314,255,0.0,0.0,0.0,0,2,15,1,1,14,0.14
1,0.0,597,255,0.64,0.0,0.0,281,2,13,1,0,1,0.0
1,0.0,188,255,0.01,0.0,0.0,0,0,15,0,0,1,0.0
128,0.06,0,238,0.06,0.0,0.0,0,0,18,0,0,15,0.0
511,0.0,51,255,0.0,0.87,0.0,0,0,17,0,0,511,0.0
491,0.0,57,255,0.0,1.0,0.0,0,0,17,0,0,491,0.0
131,0.09,0,255,0.08,0.0,0.0,0,0,21,0,0,1,0.0
14,0.0,794,14,0.0,0.07,0.05,0,0,21,1,0,15,0.13
188,0.08,0,255,0.08,0.0,0.0,0,0,21,0,0,18,0.0
4,0.0,2698,255,0.01,0.0,0.0,0,0,21,1,0,4,0.0
2,0.0,0,14,0.14,0.43,0.0,0,0,20,0,0,2,0.0
6,0.0,8314,255,0.01,0.0,0.0,0,2,9,1,1,10,0.2
3,0.0,15767,22,0.0,0.05,0.02,0,0,21,1,0,3,0.0
2,0.0,0,4,0.0,1.0,0.15,0,0,13,0,0,2,0.0
7,0.0,4768,86,0.0,0.01,0.02,0,0,21,1,0,7,0.0
147,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,19,0.0
1,0.0,1125,255,0.01,0.0,0.0,2,0,0,1,0,1,0.0
321,0.0,0,255,0.0,1.0,0.0,0,0,19,0,0,321,0.0
1,0.0,599,255,0.03,0.0,0.0,283,2,12,1,0,1,0.0
5,0.0,2698,255,0.02,0.0,0.0,0,0,18,1,0,5,0.0
239,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,13,0.0
4,1.0,36,255,0.03,0.0,0.0,0,0,14,1,0,3,1.0
36,0.22,0,255,0.18,0.0,0.0,0,0,18,0,0,3,0.0
16,0.0,4930,255,0.0,0.0,0.0,0,0,21,1,0,16,0.0
249,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,3,0.0
34,1.0,0,69,0.35,0.01,0.0,0,0,14,0,0,1,0.0
140,0.0,0,255,0.0,0.0,0.0,0,0,19,0,0,140,0.0
92,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,92,0.0
1,0.0,0,255,0.03,0.0,0.0,0,0,13,0,0,3,1.0
141,0.82,0,255,0.9,1.0,0.0,0,0,6,0,0,6,0.0
77,0.0,0,255,0.0,0.0,0.0,0,0,17,0,0,77,0.0
1,0.0,0,66,0.09,0.08,0.11,0,0,21,0,0,4,0.5
6,0.0,10025,6,0.0,0.17,0.1,0,0,21,1,0,6,0.0
15,0.0,1341,15,0.0,0.07,0.04,0,0,21,1,0,19,0.11
156,0.1,0,255,0.09,0.0,0.0,0,0,21,0,0,12,0.0
4,0.0,3810,11,0.0,0.09,0.03,0,0,21,1,0,19,0.11
2,0.0,0,255,0.0,0.01,0.0,0,0,17,0,0,2,0.0
3,0.0,0,255,0.01,0.01,0.0,0,0,14,0,0,3,0.0
9,0.0,40370,255,0.0,0.0,0.0,0,0,21,1,0,10,0.2
2,0.0,293,255,0.13,0.0,0.0,1,0,14,1,0,2,0.0
1,0.0,0,2,0.0,1.0,0.5,0,0,17,0,0,26,1.0
124,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,2,0.0
1,0.0,0,1,0.0,1.0,0.23,0,0,14,0,0,2,1.0
11,0.0,188,255,0.0,0.0,0.0,0,0,21,1,0,11,0.0
1,0.0,0,160,0.03,0.01,0.04,0,0,13,0,0,3,1.0
1,0.0,93,255,0.02,0.0,0.0,3,0,15,1,0,1,0.0
12,0.0,2370,12,0.0,0.08,0.01,0,0,21,1,0,12,0.0
1,0.0,93,199,0.02,0.01,0.0,4,0,11,1,0,1,0.0
511,0.0,0,179,0.0,1.0,0.0,0,0,18,0,0,511,0.0
16,0.0,0,26,0.15,0.85,0.04,0,0,21,0,0,16,0.0
1,0.0,0,1,0.0,1.0,1.0,0,0,20,0,0,2,1.0
281,0.0,45,208,0.01,0.54,0.0,0,0,18,0,0,281,0.0
1,0.0,83,114,0.04,0.01,0.01,0,0,18,1,0,1,0.0
7,0.0,1175,7,0.0,0.14,0.06,0,0,21,1,0,13,0.15
11,0.0,3048,255,0.0,0.0,0.0,0,0,21,1,0,11,0.0
114,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,13,0.0
2,0.0,5592,48,0.0,0.02,0.01,0,0,21,1,0,2,0.0
60,0.0,0,255,0.0,0.0,0.0,902,0,14,1,0,60,0.0
1,0.0,0,109,0.05,0.2,0.06,0,0,20,0,0,1,0.0
271,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,5,0.0
1,0.0,24844,61,0.0,0.02,0.01,0,0,21,1,0,3,1.0
1,0.0,0,255,0.63,0.62,0.0,0,0,3,0,0,1,0.0
9,0.0,668,255,0.0,0.0,0.0,0,0,21,1,0,14,0.21
29,0.0,933,255,0.0,0.0,0.0,0,0,21,1,0,34,0.15
4,0.0,8314,255,0.01,0.0,0.0,0,2,16,1,1,4,0.0
24,0.0,347,255,0.0,0.0,0.0,0,0,21,1,0,24,0.0
3,0.0,8314,255,0.0,0.0,0.0,0,2,15,1,1,10,0.2
290,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,3,0.0
455,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,455,0.0
4,0.0,1587,85,0.0,0.01,0.02,0,0,21,1,0,4,0.0
1,0.0,327,93,0.03,0.01,0.02,0,0,21,1,0,1,0.0
1,0.0,140,135,0.04,0.01,0.4,0,0,21,0,0,1,0.0
1,0.0,93,68,0.03,0.01,0.03,4,0,6,1,0,1,0.0
284,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,7,0.0
105,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,18,0.0
4,0.75,715,255,0.03,0.0,0.0,2,0,11,0,0,6,0.5
28,0.0,303,28,0.0,0.04,0.02,0,0,21,1,0,28,0.0
93,0.0,0,255,0.02,0.36,0.0,0,0,2,0,0,93,0.0
5,0.0,6962,13,0.0,0.08,0.03,0,0,21,1,0,5,0.0
2,1.0,44,255,0.03,0.0,0.0,0,0,15,0,0,1,0.0
509,0.0,0,255,0.01,1.0,0.0,0,0,21,0,0,509,0.0
1,0.0,593,94,0.03,0.01,0.5,0,0,21,0,0,1,0.0
75,0.0,0,255,0.01,0.0,0.0,796,0,15,1,0,75,0.0
2,0.0,0,7,0.29,0.86,0.14,280,1,9,0,0,2,0.0
1,0.0,9785,4,0.0,0.25,0.01,0,0,21,1,0,1,0.0
1,0.0,93,102,0.03,0.01,0.02,4,0,7,1,0,1,0.0
4,0.0,1234,38,0.0,0.03,0.02,0,0,21,1,0,5,0.4
54,0.0,0,255,0.0,0.0,0.0,0,0,16,0,0,54,0.0
1,0.0,166,142,0.0,0.01,0.03,0,0,21,1,0,1,0.0
1,0.0,597,48,0.06,0.02,0.0,281,2,11,1,0,1,0.0
1,0.0,157,57,0.07,0.02,0.0,0,0,7,0,0,1,0.0
414,1.0,0,255,0.95,0.0,0.0,0,0,17,0,0,1,0.0
212,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,13,0.0
1,0.0,1181,164,0.04,0.01,0.03,26,7,18,1,0,1,0.0
4,0.0,15426,45,0.0,0.02,0.03,0,0,21,1,0,6,0.33
72,0.0,0,255,0.0,0.0,0.0,901,0,15,1,0,72,0.0
2,0.0,0,228,0.03,0.31,0.03,0,0,21,0,0,2,0.0
25,0.0,2571,25,0.0,0.04,0.07,0,0,21,1,0,25,0.0
148,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,19,0.0
106,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,6,0.0
3,0.0,293,255,0.14,0.0,0.0,1,0,12,1,0,3,0.0
1,0.0,24500,164,0.0,0.01,0.02,0,0,21,1,0,1,0.0
2,0.0,488,63,0.0,0.02,0.04,0,0,21,1,0,2,0.0
5,0.0,539,5,0.0,0.2,0.08,0,0,21,1,0,5,0.0
1,0.0,0,1,0.0,1.0,1.0,0,0,17,0,0,1,0.0
130,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,4,0.0
138,0.07,0,255,0.05,0.0,0.0,0,0,18,0,0,19,0.0
15,0.0,0,255,0.02,0.14,0.0,0,0,14,0,0,15,0.0
1,0.0,1408,177,0.02,0.01,0.0,10,0,21,1,0,1,0.0
5,0.0,10194,111,0.0,0.01,0.02,0,0,21,1,0,5,0.0
5,0.0,8824,70,0.0,0.01,0.02,0,0,21,1,0,20,0.1
1,0.0,113,255,0.01,0.0,0.0,0,0,21,0,0,3,0.67
2,0.0,7517,20,0.0,0.05,0.02,0,0,21,1,0,14,0.14
4,0.0,303,255,0.0,0.0,0.0,0,0,21,1,0,50,0.1
1,0.0,21732,255,0.0,0.0,0.0,0,0,21,1,0,8,0.38
7,0.0,14497,255,0.0,0.0,0.0,0,0,21,1,0,7,0.0
207,0.07,0,255,0.08,0.0,0.0,0,0,20,0,0,3,0.0
110,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,12,0.0
10,0.0,8760,100,0.0,0.01,0.02,0,0,21,1,0,11,0.18
2,0.0,0,3,0.67,0.67,0.0,280,0,5,0,0,2,0.0
6,0.0,272,255,0.01,0.0,0.0,0,0,15,1,0,6,0.0
1,0.0,762,141,0.0,0.01,0.02,0,0,21,1,0,16,0.25
10,0.0,1415,141,0.0,0.01,0.0,0,0,21,1,0,21,0.1
167,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,167,0.0
261,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,9,0.0
122,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,13,0.0
4,1.0,0,255,0.03,0.0,0.0,0,0,14,0,0,11,1.0
2,0.0,0,207,0.04,0.23,0.0,280,0,4,0,0,2,0.0
259,0.07,0,255,0.07,0.0,0.0,0,0,19,0,0,8,0.0
188,0.08,0,255,0.08,0.0,0.0,0,0,21,0,0,13,0.0
7,0.0,7686,23,0.0,0.04,0.04,0,0,21,1,0,13,0.15
31,0.0,3634,255,0.0,0.0,0.0,0,0,21,1,0,32,0.06
1,0.0,44,255,0.03,0.0,0.0,7609,0,18,0,0,8,0.62
61,0.0,43,255,0.01,0.24,0.0,0,0,12,0,0,61,0.0
2,0.0,272,249,0.02,0.0,0.0,0,0,18,1,0,2,0.0
207,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,5,0.0
1,0.0,157,154,0.03,0.01,0.0,0,0,7,0,0,1,0.0
157,0.1,0,255,0.09,0.0,0.0,0,0,18,0,0,17,0.0
1,0.0,10088,2,0.0,0.5,0.02,0,0,21,1,0,4,0.5
1,0.0,12380,7,0.0,0.14,0.03,0,0,21,1,0,2,1.0
2,1.0,93,255,0.02,0.0,0.0,4,0,17,1,0,1,0.0
262,0.06,0,255,0.07,0.0,0.0,0,0,20,0,0,15,0.0
121,0.1,0,255,0.09,0.0,0.0,0,0,21,0,0,3,0.0
138,0.06,0,198,0.06,0.01,0.0,0,0,18,0,0,11,0.0
1,0.0,1469,185,0.02,0.01,0.01,0,0,20,1,0,1,0.0
222,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,5,0.0
1,0.0,44,255,0.26,0.0,0.0,7494,0,18,0,0,1,0.0
511,1.0,0,255,0.94,0.0,0.0,0,0,20,0,0,1,0.0
220,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,14,0.0
14,0.0,884,255,0.0,0.0,0.0,0,0,21,1,0,14,0.0
1,0.0,2415,1,0.0,1.0,0.01,0,0,21,1,0,1,0.0
12,0.0,834,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
2,0.0,693,2,0.0,0.5,0.01,0,0,21,1,0,30,0.2
2,0.0,2341,4,0.0,0.25,0.0,0,0,21,1,0,2,0.0
240,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,3,0.0
1,0.0,2713,197,0.04,0.01,0.0,28,19,17,1,0,1,0.0
